# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_custom/d19-x01-y01  /REF/ATLAS_2015_I1404878_custom/d19-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_custom/d19-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_custom/d19-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_custom/d19-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.958443e+01
## Num bins: 10
## xlow  	xhigh   	val    	errminus	errplus
1.000000e+00	1.400000e+00	2.058280e+01	4.296699e+00	4.258017e+00
1.400000e+00	1.900000e+00	1.315660e+01	2.772704e+00	2.774808e+00
1.900000e+00	2.500000e+00	7.843360e+00	1.627125e+00	1.635590e+00
2.500000e+00	3.200000e+00	4.752390e+00	9.775894e-01	9.687109e-01
3.200000e+00	4.200000e+00	2.541410e+00	5.506720e-01	5.499359e-01
4.200000e+00	5.500000e+00	1.391200e+00	2.947572e-01	2.939656e-01
5.500000e+00	7.200000e+00	6.553130e-01	1.400795e-01	1.400664e-01
7.200000e+00	9.300000e+00	3.099090e-01	6.218028e-02	6.022957e-02
9.300000e+00	1.200000e+01	1.313330e-01	2.481022e-02	2.451056e-02
1.200000e+01	2.000000e+01	3.386430e-02	7.220122e-03	7.065365e-03
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_custom/d19-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
1.000000e+00	1.400000e+00	2.409331e+01	6.661550e-01	6.661550e-01
1.400000e+00	1.900000e+00	1.531014e+01	5.152900e-01	5.152900e-01
1.900000e+00	2.500000e+00	9.159607e+00	3.552705e-01	3.552705e-01
2.500000e+00	3.200000e+00	5.352977e+00	1.516070e-01	1.516070e-01
3.200000e+00	4.200000e+00	3.002623e+00	1.261805e-01	1.261805e-01
4.200000e+00	5.500000e+00	1.510098e+00	7.107550e-02	7.107550e-02
5.500000e+00	7.200000e+00	6.980159e-01	4.056120e-02	4.056120e-02
7.200000e+00	9.300000e+00	3.145473e-01	2.393480e-02	2.393480e-02
9.300000e+00	1.200000e+01	1.304262e-01	1.300785e-02	1.300785e-02
1.200000e+01	2.000000e+01	3.302596e-02	2.080760e-03	2.080760e-03
# END HISTOGRAM
