# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_custom/d09-x01-y01  /REF/ATLAS_2015_I1404878_custom/d09-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_custom/d09-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_custom/d09-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_custom/d09-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.961226e+01
## Num bins: 18
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	1.000000e-01	2.488830e+01	5.264737e+00	5.244849e+00
1.000000e-01	2.000000e-01	2.436980e+01	5.049694e+00	5.030224e+00
2.000000e-01	3.000000e-01	2.433290e+01	5.211291e+00	5.185530e+00
3.000000e-01	4.000000e-01	2.384070e+01	4.915410e+00	4.849227e+00
4.000000e-01	5.000000e-01	2.270670e+01	4.827157e+00	4.814459e+00
5.000000e-01	6.000000e-01	2.162690e+01	4.626821e+00	4.612352e+00
6.000000e-01	7.000000e-01	2.080160e+01	4.080438e+00	4.112624e+00
7.000000e-01	8.000000e-01	1.965030e+01	4.188557e+00	4.194639e+00
8.000000e-01	9.000000e-01	1.760150e+01	3.859756e+00	3.850092e+00
9.000000e-01	1.000000e+00	1.634290e+01	3.289986e+00	3.272212e+00
1.000000e+00	1.100000e+00	1.444420e+01	2.955342e+00	2.914421e+00
1.100000e+00	1.200000e+00	1.271440e+01	2.791937e+00	2.765683e+00
1.200000e+00	1.300000e+00	1.162280e+01	2.418043e+00	2.437281e+00
1.300000e+00	1.400000e+00	9.898210e+00	1.997269e+00	1.986521e+00
1.400000e+00	1.500000e+00	8.276860e+00	1.742947e+00	1.791985e+00
1.500000e+00	1.700000e+00	5.999230e+00	1.234600e+00	1.222396e+00
1.700000e+00	1.900000e+00	3.459200e+00	7.516454e-01	7.292973e-01
1.900000e+00	2.500000e+00	6.812840e-01	1.508826e-01	1.480814e-01
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_custom/d09-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	1.000000e-01	2.859095e+01	1.236190e+00	1.236190e+00
1.000000e-01	2.000000e-01	2.828281e+01	1.152300e+00	1.152300e+00
2.000000e-01	3.000000e-01	2.785521e+01	7.259250e-01	7.259250e-01
3.000000e-01	4.000000e-01	2.730063e+01	1.108535e+00	1.108535e+00
4.000000e-01	5.000000e-01	2.606618e+01	8.244350e-01	8.244350e-01
5.000000e-01	6.000000e-01	2.497033e+01	7.608650e-01	7.608650e-01
6.000000e-01	7.000000e-01	2.336466e+01	7.925300e-01	7.925300e-01
7.000000e-01	8.000000e-01	2.191247e+01	1.028260e+00	1.028260e+00
8.000000e-01	9.000000e-01	2.093379e+01	9.758000e-01	9.758000e-01
9.000000e-01	1.000000e+00	1.895190e+01	9.170750e-01	9.170750e-01
1.000000e+00	1.100000e+00	1.685257e+01	6.115500e-01	6.115500e-01
1.100000e+00	1.200000e+00	1.497631e+01	8.478850e-01	8.478850e-01
1.200000e+00	1.300000e+00	1.326056e+01	6.501650e-01	6.501650e-01
1.300000e+00	1.400000e+00	1.122169e+01	3.275600e-01	3.275600e-01
1.400000e+00	1.500000e+00	9.524054e+00	5.082860e-01	5.082860e-01
1.500000e+00	1.700000e+00	6.847610e+00	4.132700e-01	4.132700e-01
1.700000e+00	1.900000e+00	3.906271e+00	1.374425e-01	1.374425e-01
1.900000e+00	2.500000e+00	7.477257e-01	4.831235e-02	4.831235e-02
# END HISTOGRAM
