# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_Parton/d38-x01-y01  /REF/ATLAS_2015_I1404878_Parton/d38-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_Parton/d38-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_Parton/d38-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_Parton/d38-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 1.000000e+00
## Num bins: 15
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	9.000000e+01	1.264720e-03	8.971653e-05	8.898797e-05
9.000000e+01	1.400000e+02	3.271800e-03	8.742657e-05	8.591291e-05
1.400000e+02	1.950000e+02	3.592550e-03	1.149990e-04	1.126446e-04
1.950000e+02	2.550000e+02	3.051150e-03	8.535119e-05	8.595398e-05
2.550000e+02	3.200000e+02	2.167840e-03	4.600835e-05	4.984400e-05
3.200000e+02	3.850000e+02	1.327720e-03	4.085273e-05	4.285596e-05
3.850000e+02	4.550000e+02	7.445600e-04	3.062700e-05	3.166006e-05
4.550000e+02	5.300000e+02	3.956400e-04	1.922809e-05	2.087301e-05
5.300000e+02	6.100000e+02	1.971100e-04	1.303693e-05	1.365624e-05
6.100000e+02	6.950000e+02	9.928280e-05	4.707358e-06	4.453625e-06
6.950000e+02	7.800000e+02	4.888070e-05	3.459348e-06	3.644461e-06
7.800000e+02	8.650000e+02	2.402600e-05	3.479103e-06	3.431736e-06
8.650000e+02	9.500000e+02	1.291490e-05	2.722137e-06	2.741863e-06
9.500000e+02	1.041000e+03	7.185300e-06	8.911187e-07	9.202943e-07
1.041000e+03	1.500000e+03	1.669150e-06	2.814374e-07	2.630183e-07
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_Parton/d38-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	9.000000e+01	1.540884e-03	6.073500e-06	6.073500e-06
9.000000e+01	1.400000e+02	3.220792e-03	6.432000e-06	6.432000e-06
1.400000e+02	1.950000e+02	3.461596e-03	1.087150e-05	1.087150e-05
1.950000e+02	2.550000e+02	2.945207e-03	6.606500e-06	6.606500e-06
2.550000e+02	3.200000e+02	2.073453e-03	9.178500e-06	9.178500e-06
3.200000e+02	3.850000e+02	1.280656e-03	5.605500e-06	5.605500e-06
3.850000e+02	4.550000e+02	7.342586e-04	4.695500e-06	4.695500e-06
4.550000e+02	5.300000e+02	3.932862e-04	3.082150e-06	3.082150e-06
5.300000e+02	6.100000e+02	2.032748e-04	2.407250e-06	2.407250e-06
6.100000e+02	6.950000e+02	1.024787e-04	1.093550e-06	1.093550e-06
6.950000e+02	7.800000e+02	5.189793e-05	6.622550e-07	6.622550e-07
7.800000e+02	8.650000e+02	2.752886e-05	6.144650e-07	6.144650e-07
8.650000e+02	9.500000e+02	1.481513e-05	4.499450e-07	4.499450e-07
9.500000e+02	1.041000e+03	8.180771e-06	1.831515e-07	1.831515e-07
1.041000e+03	1.500000e+03	1.980843e-06	4.264850e-08	4.264850e-08
# END HISTOGRAM
