# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2014_I1304688_custom/d02-x02-y01  /REF/ATLAS_2014_I1304688_custom/d02-x02-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2014_I1304688_custom/d02-x02-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2014_I1304688_custom/d02-x02-y01
AidaPath=/REF/ATLAS_2014_I1304688_custom/d02-x02-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 1.042090e+01
## Num bins: 7
## xlow  	xhigh   	val    	errminus	errplus
3.500000e+01	5.000000e+01	1.141650e-01	1.556100e-02	1.556100e-02
5.000000e+01	7.000000e+01	1.886690e-01	1.477500e-02	1.477500e-02
7.000000e+01	9.000000e+01	1.225510e-01	1.084300e-02	1.084300e-02
9.000000e+01	1.200000e+02	5.136000e-02	5.107000e-03	5.107000e-03
1.200000e+02	1.550000e+02	1.721800e-02	2.170000e-03	2.170000e-03
1.550000e+02	1.950000e+02	5.324000e-03	8.530000e-04	8.530000e-04
1.950000e+02	8.300000e+02	2.010000e-04	3.500000e-05	3.500000e-05
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2014_I1304688_custom/d02-x02-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
3.500000e+01	5.000000e+01	1.324035e-01	1.395400e-03	1.395400e-03
5.000000e+01	7.000000e+01	1.957439e-01	1.430750e-03	1.430750e-03
7.000000e+01	9.000000e+01	1.143417e-01	1.216650e-03	1.216650e-03
9.000000e+01	1.200000e+02	4.652098e-02	4.609500e-04	4.609500e-04
1.200000e+02	1.550000e+02	1.363383e-02	2.341050e-04	2.341050e-04
1.550000e+02	1.950000e+02	3.661234e-03	8.833900e-05	8.833900e-05
1.950000e+02	8.300000e+02	9.970137e-05	4.318030e-06	4.318030e-06
# END HISTOGRAM
