# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_Parton/d25-x01-y01  /REF/ATLAS_2015_I1404878_Parton/d25-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_Parton/d25-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_Parton/d25-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_Parton/d25-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.660850e+02
## Num bins: 6
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	2.000000e+01	4.118560e+00	6.239225e-01	5.579196e-01
2.000000e+01	4.500000e+01	3.101080e+00	3.770514e-01	3.462452e-01
4.500000e+01	7.500000e+01	1.548720e+00	1.778547e-01	1.690961e-01
7.500000e+01	1.200000e+02	7.121360e-01	9.292908e-02	8.706749e-02
1.200000e+02	1.900000e+02	2.735270e-01	4.248361e-02	4.024720e-02
1.900000e+02	3.000000e+02	7.756520e-02	1.235063e-02	1.241231e-02
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_Parton/d25-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	2.000000e+01	1.206165e+01	4.500000e-03	4.500000e-03
2.000000e+01	4.500000e+01	9.739484e-02	2.151320e-03	2.151320e-03
4.500000e+01	7.500000e+01	3.059594e-02	5.636150e-04	5.636150e-04
7.500000e+01	1.200000e+02	1.846661e-02	8.754200e-04	8.754200e-04
1.200000e+02	1.900000e+02	4.931861e-02	7.160150e-04	7.160150e-04
1.900000e+02	3.000000e+02	2.641656e-02	2.933050e-04	2.933050e-04
# END HISTOGRAM
