# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_Parton/d42-x01-y01  /REF/ATLAS_2015_I1404878_Parton/d42-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_Parton/d42-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_Parton/d42-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_Parton/d42-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 1.000001e+00
## Num bins: 10
## xlow  	xhigh   	val    	errminus	errplus
1.000000e+00	1.400000e+00	5.353540e-01	1.657766e-02	1.633932e-02
1.400000e+00	1.900000e+00	3.684570e-01	2.509928e-03	2.379816e-03
1.900000e+00	2.500000e+00	2.505630e-01	4.171170e-03	4.180978e-03
2.500000e+00	3.200000e+00	1.689960e-01	2.965471e-03	2.998304e-03
3.200000e+00	4.200000e+00	1.063080e-01	2.086580e-03	2.124561e-03
4.200000e+00	5.500000e+00	6.295420e-02	1.087853e-03	1.192775e-03
5.500000e+00	7.200000e+00	3.462090e-02	5.070375e-04	5.782343e-04
7.200000e+00	9.300000e+00	1.818090e-02	3.547582e-04	3.411645e-04
9.300000e+00	1.200000e+01	9.056230e-03	3.805964e-04	3.574022e-04
1.200000e+01	2.000000e+01	2.920000e-03	1.869198e-04	1.767565e-04
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_Parton/d42-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
1.000000e+00	1.400000e+00	5.257279e-01	6.653600e-03	6.653600e-03
1.400000e+00	1.900000e+00	3.604486e-01	4.449600e-03	4.449600e-03
1.900000e+00	2.500000e+00	2.467661e-01	2.385750e-03	2.385750e-03
2.500000e+00	3.200000e+00	1.666234e-01	1.144300e-03	1.144300e-03
3.200000e+00	4.200000e+00	1.062007e-01	4.568500e-04	4.568500e-04
4.200000e+00	5.500000e+00	6.205798e-02	8.869300e-04	8.869300e-04
5.500000e+00	7.200000e+00	3.455474e-02	6.095950e-04	6.095950e-04
7.200000e+00	9.300000e+00	1.819951e-02	5.301000e-04	5.301000e-04
9.300000e+00	1.200000e+01	9.377467e-03	4.173145e-04	4.173145e-04
1.200000e+01	2.000000e+01	3.125397e-03	1.902155e-04	1.902155e-04
# END HISTOGRAM
