# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2014_I1304688_custom/d01-x03-y01  /REF/ATLAS_2014_I1304688_custom/d01-x03-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2014_I1304688_custom/d01-x03-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2014_I1304688_custom/d01-x03-y01
AidaPath=/REF/ATLAS_2014_I1304688_custom/d01-x03-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.604735e+00
## Num bins: 7
## xlow  	xhigh   	val    	errminus	errplus
-5.000000e-01	5.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e-01	1.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.500000e+00	2.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.500000e+00	3.500000e+00	1.988260e+00	2.037330e-01	2.037330e-01
3.500000e+00	4.500000e+00	4.950360e-01	6.374500e-02	6.374500e-02
4.500000e+00	5.500000e+00	1.042220e-01	1.748900e-02	1.748900e-02
5.500000e+00	6.500000e+00	1.721700e-02	4.829000e-03	4.829000e-03
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2014_I1304688_custom/d01-x03-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
-5.000000e-01	5.000000e-01	0.000000e+00	0.000000e+00	0.000000e+00
5.000000e-01	1.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00
1.500000e+00	2.500000e+00	0.000000e+00	0.000000e+00	0.000000e+00
2.500000e+00	3.500000e+00	2.108708e+00	2.749650e-02	2.749650e-02
3.500000e+00	4.500000e+00	5.301176e-01	2.766875e-02	2.766875e-02
4.500000e+00	5.500000e+00	9.110835e-02	8.807155e-03	8.807155e-03
5.500000e+00	6.500000e+00	1.583630e-02	4.252715e-03	4.252715e-03
# END HISTOGRAM
