# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_Parton/d33-x01-y01  /REF/ATLAS_2015_I1404878_Parton/d33-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_Parton/d33-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_Parton/d33-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_Parton/d33-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.683273e+02
## Num bins: 6
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	4.000000e+01	4.980970e+00	5.353285e-01	5.029232e-01
4.000000e+01	8.000000e+01	1.096060e+00	1.514915e-01	1.415231e-01
8.000000e+01	1.200000e+02	3.639210e-01	6.053951e-02	5.814402e-02
1.200000e+02	1.700000e+02	1.323780e-01	2.553060e-02	2.565610e-02
1.700000e+02	2.300000e+02	4.453280e-02	8.780188e-03	8.961348e-03
2.300000e+02	6.000000e+02	3.779500e-03	7.797297e-04	8.300926e-04
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_Parton/d33-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	4.000000e+01	8.506496e+03	2.042060e+02	2.042060e+02
4.000000e+01	8.000000e+01	2.082175e+03	1.079315e+02	1.079315e+02
8.000000e+01	1.200000e+02	7.167430e+02	4.534450e+01	4.534450e+01
1.200000e+02	1.700000e+02	2.522477e+02	1.717030e+01	1.717030e+01
1.700000e+02	2.300000e+02	8.496886e+01	5.911835e+00	5.911835e+00
2.300000e+02	6.000000e+02	1.131189e+01	7.009050e-01	7.009050e-01
# END HISTOGRAM
