# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_Parton/d37-x01-y01  /REF/ATLAS_2015_I1404878_Parton/d37-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_Parton/d37-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_Parton/d37-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_Parton/d37-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.713142e+02
## Num bins: 15
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	9.000000e+01	3.431370e-01	3.527639e-02	3.121370e-02
9.000000e+01	1.400000e+02	8.876850e-01	1.213272e-01	1.147049e-01
1.400000e+02	1.950000e+02	9.747090e-01	1.413959e-01	1.351040e-01
1.950000e+02	2.550000e+02	8.278190e-01	1.182621e-01	1.165912e-01
2.550000e+02	3.200000e+02	5.881660e-01	7.547804e-02	7.785122e-02
3.200000e+02	3.850000e+02	3.602290e-01	4.059349e-02	4.089529e-02
3.850000e+02	4.550000e+02	2.020100e-01	2.121089e-02	2.091531e-02
4.550000e+02	5.300000e+02	1.073430e-01	1.054792e-02	1.097367e-02
5.300000e+02	6.100000e+02	5.347880e-02	5.533632e-03	5.747151e-03
6.100000e+02	6.950000e+02	2.693680e-02	3.249057e-03	3.035534e-03
6.950000e+02	7.800000e+02	1.326200e-02	1.485074e-03	1.578604e-03
7.800000e+02	8.650000e+02	6.518600e-03	8.828451e-04	8.382184e-04
8.650000e+02	9.500000e+02	3.503990e-03	5.782094e-04	5.781133e-04
9.500000e+02	1.041000e+03	1.949470e-03	2.873241e-04	2.939553e-04
1.041000e+03	1.500000e+03	4.528630e-04	1.058891e-04	1.011399e-04
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_Parton/d37-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	9.000000e+01	3.247710e-01	2.221650e-03	2.221650e-03
9.000000e+01	1.400000e+02	8.584927e-01	1.075250e-02	1.075250e-02
1.400000e+02	1.950000e+02	9.254388e-01	8.615000e-03	8.615000e-03
1.950000e+02	2.550000e+02	7.688538e-01	3.437850e-03	3.437850e-03
2.550000e+02	3.200000e+02	5.298478e-01	4.233150e-03	4.233150e-03
3.200000e+02	3.850000e+02	3.246535e-01	3.635050e-03	3.635050e-03
3.850000e+02	4.550000e+02	1.829913e-01	2.555300e-03	2.555300e-03
4.550000e+02	5.300000e+02	9.573176e-02	2.273115e-03	2.273115e-03
5.300000e+02	6.100000e+02	4.859921e-02	1.158545e-03	1.158545e-03
6.100000e+02	6.950000e+02	2.377110e-02	7.784500e-04	7.784500e-04
6.950000e+02	7.800000e+02	1.163052e-02	4.891450e-04	4.891450e-04
7.800000e+02	8.650000e+02	6.057807e-03	2.308365e-04	2.308365e-04
8.650000e+02	9.500000e+02	3.200221e-03	1.572225e-04	1.572225e-04
9.500000e+02	1.041000e+03	1.692718e-03	8.772950e-05	8.772950e-05
1.041000e+03	1.500000e+03	3.888690e-04	1.594335e-05	1.594335e-05
# END HISTOGRAM
