# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_custom/d03-x01-y01  /REF/ATLAS_2015_I1404878_custom/d03-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_custom/d03-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_custom/d03-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_custom/d03-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.962395e+01
## Num bins: 6
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	3.500000e+01	3.873990e-01	8.530850e-02	8.507997e-02
3.500000e+01	7.500000e+01	2.185730e-01	4.652990e-02	4.668723e-02
7.500000e+01	1.250000e+02	7.960280e-02	1.609056e-02	1.622339e-02
1.250000e+02	1.700000e+02	3.520890e-02	7.313912e-03	7.317778e-03
1.700000e+02	2.250000e+02	1.654870e-02	3.336376e-03	3.386647e-03
2.250000e+02	8.000000e+02	1.473650e-03	2.833055e-04	2.860936e-04
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_custom/d03-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
0.000000e+00	3.500000e+01	3.879934e-01	1.352715e-02	1.352715e-02
3.500000e+01	7.500000e+01	2.762471e-01	1.670440e-02	1.670440e-02
7.500000e+01	1.250000e+02	1.060228e-01	1.032430e-02	1.032430e-02
1.250000e+02	1.700000e+02	4.206489e-02	3.855930e-03	3.855930e-03
1.700000e+02	2.250000e+02	1.690377e-02	1.592735e-03	1.592735e-03
2.250000e+02	8.000000e+02	1.337141e-03	1.382680e-04	1.382680e-04
# END HISTOGRAM
