# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_Parton/d23-x01-y01  /REF/ATLAS_2015_I1404878_Parton/d23-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_Parton/d23-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_Parton/d23-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_Parton/d23-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 2.651715e+02
## Num bins: 7
## xlow  	xhigh   	val    	errminus	errplus
3.450000e+02	4.000000e+02	1.138890e+00	1.304635e-01	1.110597e-01
4.000000e+02	4.700000e+02	1.115040e+00	1.727507e-01	1.652170e-01
4.700000e+02	5.500000e+02	6.780570e-01	9.712975e-02	9.737366e-02
5.500000e+02	6.500000e+02	3.499250e-01	4.391693e-02	4.470999e-02
6.500000e+02	8.000000e+02	1.469340e-01	1.407485e-02	1.543310e-02
8.000000e+02	1.100000e+03	3.674170e-02	3.461401e-03	3.743188e-03
1.100000e+03	1.600000e+03	4.360230e-03	1.164043e-03	1.227927e-03
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_Parton/d23-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
3.450000e+02	4.000000e+02	1.114313e+00	5.446500e-03	5.446500e-03
4.000000e+02	4.700000e+02	1.073367e+00	5.322000e-03	5.322000e-03
4.700000e+02	5.500000e+02	6.447332e-01	2.675200e-03	2.675200e-03
5.500000e+02	6.500000e+02	3.274835e-01	2.211950e-03	2.211950e-03
6.500000e+02	8.000000e+02	1.331696e-01	2.323750e-03	2.323750e-03
8.000000e+02	1.100000e+03	3.338422e-02	9.361800e-04	9.361800e-04
1.100000e+03	1.600000e+03	4.237308e-03	1.834120e-04	1.834120e-04
# END HISTOGRAM
