# BEGIN PLOT
DrawOnly=Envel-100.000000-/ATLAS_2015_I1404878_Parton/d24-x01-y01  /REF/ATLAS_2015_I1404878_Parton/d24-x01-y01
RatioPlot=1
RatioPlotReference=/REF/ATLAS_2015_I1404878_Parton/d24-x01-y01
Legend=1
LogY=1
# END PLOT

# BEGIN HISTOGRAM /REF/ATLAS_2015_I1404878_Parton/d24-x01-y01
AidaPath=/REF/ATLAS_2015_I1404878_Parton/d24-x01-y01
Title=ATLAS data
PolyMarker=*
ErrorBars=1
## Area: 1.000000e+00
## Num bins: 7
## xlow  	xhigh   	val    	errminus	errplus
3.450000e+02	4.000000e+02	4.294900e-03	1.765698e-04	1.610021e-04
4.000000e+02	4.700000e+02	4.204990e-03	1.928585e-04	1.876565e-04
4.700000e+02	5.500000e+02	2.557050e-03	7.000956e-05	7.743325e-05
5.500000e+02	6.500000e+02	1.319620e-03	3.707828e-05	4.048065e-05
6.500000e+02	8.000000e+02	5.541110e-04	3.136493e-05	3.656739e-05
8.000000e+02	1.100000e+03	1.385580e-04	1.713063e-05	1.987820e-05
1.100000e+03	1.600000e+03	1.644300e-05	5.588148e-06	6.183345e-06
# END HISTOGRAM


# BEGIN HISTOGRAM Envel-100.000000-/ATLAS_2015_I1404878_Parton/d24-x01-y01
Title=Envelope (CL 100.0 \%)
ErrorBands=1
ErrorBandColor=blue!40!
ErrorBandOpacity=0.45
LineStyle=none
## xlow  	xhigh   	val    	errminus	errplus
3.450000e+02	4.000000e+02	4.404398e-03	2.152700e-05	2.152700e-05
4.000000e+02	4.700000e+02	4.242556e-03	2.103550e-05	2.103550e-05
4.700000e+02	5.500000e+02	2.548352e-03	1.057350e-05	1.057350e-05
5.500000e+02	6.500000e+02	1.294401e-03	8.743000e-06	8.743000e-06
6.500000e+02	8.000000e+02	5.263618e-04	9.184700e-06	9.184700e-06
8.000000e+02	1.100000e+03	1.319535e-04	3.700350e-06	3.700350e-06
1.100000e+03	1.600000e+03	1.674825e-05	7.249500e-07	7.249500e-07
# END HISTOGRAM
